id	has_phys_det	num_phys_boxes	yolo_conf_max	stn_pmax_max	stn_entropy_mean	p_b2_max	p_b3_max	p_b6_max	p_b7_max	p_b8_max	tem_pc1	tem_pc2	tem_pc3	hum_pc1	hum_pc2	hum_pc3	dew_pc1	dew_pc2	dew_pc3	co2_pc1	area	grow
1000006_20211129_2_3_c6_3_2_13_1_253	0	0	0	0	0	0	0	0	0	0	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000009_20211129_2_3_c6_3_2_13_1_256	0	0	0	0	0	0	0	0	0	0	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000011_20211129_2_3_c6_3_2_13_1_258	0	0	0	0	0	0	0	0	0	0	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000017_20211129_2_3_c6_3_2_13_1_264	0	0	0	0	0	0	0	0	0	0	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000018_20211129_2_3_c6_3_2_13_1_265	1	1	0.345520765	0.72757405	0.591527462	9.79E-06	5.15E-06	0.271570265	0.72757405	0.000840718	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000023_20211129_2_3_c6_3_2_13_1_270	1	1	0.511307538	0.924787939	0.2688182	1.49E-06	9.23E-07	0.924787939	0.074924938	0.000284772	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000025_20211129_2_3_c6_3_2_13_1_272	0	0	0	0	0	0	0	0	0	0	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000027_20211129_2_3_c6_3_2_13_1_274	0	0	0	0	0	0	0	0	0	0	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000035_20211129_2_3_c6_3_2_13_1_282	0	0	0	0	0	0	0	0	0	0	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000040_20211129_2_3_c6_3_2_13_1_287	0	0	0	0	0	0	0	0	0	0	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000042_20211129_2_3_c6_3_2_13_1_289	0	0	0	0	0	0	0	0	0	0	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000043_20211129_2_3_c6_3_2_13_1_290	0	0	0	0	0	0	0	0	0	0	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000046_20211129_2_3_c6_3_2_13_1_293	0	0	0	0	0	0	0	0	0	0	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000049_20211129_2_3_c6_3_2_13_1_296	0	0	0	0	0	0	0	0	0	0	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000053_20211129_2_3_c6_3_2_13_1_300	0	0	0	0	0	0	0	0	0	0	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000056_20211129_2_3_c6_3_2_13_1_303	0	0	0	0	0	0	0	0	0	0	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000058_20211129_2_3_c6_3_2_13_1_305	0	0	0	0	0	0	0	0	0	0	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000072_20211129_2_3_c6_3_2_13_1_319	0	0	0	0	0	0	0	0	0	0	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000084_20211129_2_3_c6_3_2_13_1_331	0	0	0	0	0	0	0	0	0	0	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000085_20211129_2_3_c6_3_2_13_1_332	0	0	0	0	0	0	0	0	0	0	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000086_20211129_2_3_c6_3_2_13_1_333	0	0	0	0	0	0	0	0	0	0	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000090_20211129_2_3_c6_3_2_13_1_337	0	0	0	0	0	0	0	0	0	0	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000096_20211129_2_3_c6_3_2_13_1_343	0	0	0	0	0	0	0	0	0	0	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000100_20211129_2_3_c6_3_2_13_1_347	1	1	0.229817778	0.885665357	0.355919242	1.37E-06	2.26E-07	0.114285722	0.885665357	4.73E-05	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000104_20211129_2_3_c6_3_2_13_1_351	0	0	0	0	0	0	0	0	0	0	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000106_20211129_2_3_c6_3_2_13_1_353	0	0	0	0	0	0	0	0	0	0	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000108_20211129_2_3_c6_3_2_13_1_355	1	1	0.143108889	0.921799302	0.274423659	3.66E-07	1.89E-07	0.921799302	0.078194045	6.07E-06	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000110_20211129_2_3_c6_3_2_13_1_357	1	1	0.411936641	0.739725113	0.573649168	9.05E-07	4.06E-07	0.739725113	0.260245234	2.83E-05	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000111_20211129_2_3_c6_3_2_13_1_358	1	1	0.28192085	0.872360587	0.382483393	6.40E-06	3.05E-06	0.872360587	0.127572	5.79E-05	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000117_20211129_2_3_c6_3_2_13_1_364	1	2	0.295301408	0.927243233	0.618749052	0.001066513	0.001284498	0.169950888	0.927243233	0.244642556	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000125_20211129_2_3_c6_3_2_13_1_372	0	0	0	0	0	0	0	0	0	0	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000126_20211129_2_3_c6_3_2_13_1_373	0	0	0	0	0	0	0	0	0	0	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000128_20211129_2_3_c6_3_2_13_1_375	0	0	0	0	0	0	0	0	0	0	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000130_20211129_2_3_c6_3_2_13_1_377	0	0	0	0	0	0	0	0	0	0	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000132_20211129_2_3_c6_3_2_13_1_379	0	0	0	0	0	0	0	0	0	0	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000133_20211129_2_3_c6_3_2_13_1_380	0	0	0	0	0	0	0	0	0	0	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000138_20211129_2_3_c6_3_2_13_1_385	0	0	0	0	0	0	0	0	0	0	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000149_20211129_2_3_c6_3_2_13_1_396	0	0	0	0	0	0	0	0	0	0	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000151_20211129_2_3_c6_3_2_13_1_398	0	0	0	0	0	0	0	0	0	0	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000152_20211129_2_3_c6_3_2_13_1_399	0	0	0	0	0	0	0	0	0	0	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000153_20211129_2_3_c6_3_2_13_1_400	0	0	0	0	0	0	0	0	0	0	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000154_20211129_2_3_c6_3_2_13_1_401	0	0	0	0	0	0	0	0	0	0	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000157_20211129_2_3_c6_3_2_13_1_404	0	0	0	0	0	0	0	0	0	0	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000158_20211129_2_3_c6_3_2_13_1_405	0	0	0	0	0	0	0	0	0	0	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1000166_20211129_2_3_c6_3_2_13_1_413	0	0	0	0	0	0	0	0	0	0	-57.35607823	-33.12110996	5.829210718	75.85556657	45.08620041	14.65066684	-38.28333428	33.26850238	-15.50861409	1292.677332	3	13
1195824_20211029_2_3_c5_3_2_13_1_0	0	0	0	0	0	0	0	0	0	0	-7.49647202	36.45446211	-8.882439159	-95.5510475	75.69128429	38.6929405	-17.92376681	-3.41348447	2.231567135	1558.767654	3	13
1195837_20211030_2_3_c5_3_2_13_1_7	0	0	0	0	0	0	0	0	0	0	-17.83563597	1.03166939	2.121193874	-14.44363123	-9.662565587	-80.22760324	-14.74460773	-11.68716396	-9.32705397	1645.52211	3	13
1195839_20211030_2_3_c5_3_2_13_1_9	0	0	0	0	0	0	0	0	0	0	-17.83563597	1.03166939	2.121193874	-14.44363123	-9.662565587	-80.22760324	-14.74460773	-11.68716396	-9.32705397	1645.52211	3	13
1195840_20211030_2_3_c5_3_2_13_1_10	0	0	0	0	0	0	0	0	0	0	-18.13020549	-0.317866957	1.891153224	-7.780938189	-14.6355001	-80.32128784	-14.78813411	-12.00225758	-9.000258929	1646.491027	3	13
1195846_20211030_2_3_c5_3_2_13_1_16	0	0	0	0	0	0	0	0	0	0	-10.86124677	20.78874183	-1.824499257	-93.48258879	55.31297203	-39.16862296	-14.75756096	-7.766484346	-11.83091946	1632.884539	3	13
1195847_20211030_2_3_c5_3_2_13_1_17	0	0	0	0	0	0	0	0	0	0	-10.86124677	20.78874183	-1.824499257	-93.48258879	55.31297203	-39.16862296	-14.75756096	-7.766484346	-11.83091946	1632.884539	3	13
1195849_20211030_2_3_c5_3_2_13_1_19	0	0	0	0	0	0	0	0	0	0	-10.86124677	20.78874183	-1.824499257	-93.48258879	55.31297203	-39.16862296	-14.75756096	-7.766484346	-11.83091946	1632.884539	3	13
1195852_20211030_2_3_c5_3_2_13_1_22	0	0	0	0	0	0	0	0	0	0	-10.86124677	20.78874183	-1.824499257	-93.48258879	55.31297203	-39.16862296	-14.75756096	-7.766484346	-11.83091946	1632.884539	3	13
1195853_20211030_2_3_c5_3_2_13_1_23	0	0	0	0	0	0	0	0	0	0	-10.86124677	20.78874183	-1.824499257	-93.48258879	55.31297203	-39.16862296	-14.75756096	-7.766484346	-11.83091946	1632.884539	3	13
1195854_20211030_2_3_c5_3_2_13_1_24	0	0	0	0	0	0	0	0	0	0	-10.86124677	20.78874183	-1.824499257	-93.48258879	55.31297203	-39.16862296	-14.75756096	-7.766484346	-11.83091946	1632.884539	3	13
1195860_20211030_2_3_c5_3_2_13_1_30	0	0	0	0	0	0	0	0	0	0	-10.86124677	20.78874183	-1.824499257	-93.48258879	55.31297203	-39.16862296	-14.75756096	-7.766484346	-11.83091946	1632.884539	3	13
1195877_20211030_2_3_c5_3_2_13_1_47	0	0	0	0	0	0	0	0	0	0	-12.12688622	18.28462813	-0.38767525	-85.24839373	48.06118369	-48.9882802	-14.68818955	-8.159748964	-11.74502003	1634.65274	3	13
1195878_20211030_2_3_c5_3_2_13_1_48	0	0	0	0	0	0	0	0	0	0	-11.50733282	19.56384879	-1.085358051	-89.51167776	51.83800189	-44.1807438	-14.72502116	-7.96320911	-11.81271417	1633.847031	3	13
1195881_20211030_2_3_c5_3_2_13_1_51	0	0	0	0	0	0	0	0	0	0	-12.12688622	18.28462813	-0.38767525	-85.24839373	48.06118369	-48.9882802	-14.68818955	-8.159748964	-11.74502003	1634.65274	3	13
1195883_20211030_2_3_c5_3_2_13_1_53	0	0	0	0	0	0	0	0	0	0	-12.12688622	18.28462813	-0.38767525	-85.24839373	48.06118369	-48.9882802	-14.68818955	-8.159748964	-11.74502003	1634.65274	3	13
1195884_20211030_2_3_c5_3_2_13_1_54	0	0	0	0	0	0	0	0	0	0	-12.12688622	18.28462813	-0.38767525	-85.24839373	48.06118369	-48.9882802	-14.68818955	-8.159748964	-11.74502003	1634.65274	3	13
1195894_20211030_2_3_c5_3_2_13_1_64	0	0	0	0	0	0	0	0	0	0	-12.12688622	18.28462813	-0.38767525	-85.24839373	48.06118369	-48.9882802	-14.68818955	-8.159748964	-11.74502003	1634.65274	3	13
1195896_20211030_2_3_c5_3_2_13_1_66	0	0	0	0	0	0	0	0	0	0	-12.12688622	18.28462813	-0.38767525	-85.24839373	48.06118369	-48.9882802	-14.68818955	-8.159748964	-11.74502003	1634.65274	3	13
1195904_20211030_2_3_c5_3_2_13_1_74	0	0	0	0	0	0	0	0	0	0	-3.964931398	29.57652775	-9.223925125	-102.4544134	73.47217304	19.63688716	-13.85435213	-2.427527209	-8.126026637	1619.296048	3	13
1195909_20211030_2_3_c5_3_2_13_1_79	0	0	0	0	0	0	0	0	0	0	-12.72244801	16.95595565	0.255402865	-80.65701301	44.02554165	-53.52545396	-14.65700911	-8.377619132	-11.6509228	1635.464618	3	13
1195910_20211030_2_3_c5_3_2_13_1_80	0	0	0	0	0	0	0	0	0	0	-12.72244801	16.95595565	0.255402865	-80.65701301	44.02554165	-53.52545396	-14.65700911	-8.377619132	-11.6509228	1635.464618	3	13
1195911_20211030_2_3_c5_3_2_13_1_81	0	0	0	0	0	0	0	0	0	0	-12.72244801	16.95595565	0.255402865	-80.65701301	44.02554165	-53.52545396	-14.65700911	-8.377619132	-11.6509228	1635.464618	3	13
1195918_20211030_2_3_c5_3_2_13_1_88	0	0	0	0	0	0	0	0	0	0	-11.50733282	19.56384879	-1.085358051	-89.51167776	51.83800189	-44.1807438	-14.72502116	-7.96320911	-11.81271417	1633.847031	3	13
1195919_20211030_2_3_c5_3_2_13_1_89	0	0	0	0	0	0	0	0	0	0	-16.73614134	5.285888526	2.556157684	-34.49266982	5.58001675	-77.71093555	-14.63300954	-10.62943499	-10.21935157	1642.615704	3	13
1195922_20211030_2_3_c5_3_2_13_1_92	0	0	0	0	0	0	0	0	0	0	-4.757239992	28.81399957	-8.206580186	-103.6876944	73.02694479	12.53097841	-13.96616994	-2.776236735	-8.88800635	1620.457002	3	13
1195925_20211030_2_3_c5_3_2_13_1_95	0	0	0	0	0	0	0	0	0	0	-16.73614134	5.285888526	2.556157684	-34.49266982	5.58001675	-77.71093555	-14.63300954	-10.62943499	-10.21935157	1642.615704	3	13
1195926_20211030_2_3_c5_3_2_13_1_96	0	0	0	0	0	0	0	0	0	0	-16.73614134	5.285888526	2.556157684	-34.49266982	5.58001675	-77.71093555	-14.63300954	-10.62943499	-10.21935157	1642.615704	3	13
1195927_20211030_2_3_c5_3_2_13_1_97	0	0	0	0	0	0	0	0	0	0	-16.73614134	5.285888526	2.556157684	-34.49266982	5.58001675	-77.71093555	-14.63300954	-10.62943499	-10.21935157	1642.615704	3	13
1195933_20211030_2_3_c5_3_2_13_1_103	0	0	0	0	0	0	0	0	0	0	-17.13670454	3.834657178	2.462265143	-27.86954302	0.455880883	-78.96041453	-14.66982989	-11.00106728	-9.950974525	1643.56168	3	13
1195935_20211030_2_3_c5_3_2_13_1_105	0	0	0	0	0	0	0	0	0	0	-17.13670454	3.834657178	2.462265143	-27.86954302	0.455880883	-78.96041453	-14.66982989	-11.00106728	-9.950974525	1643.56168	3	13
1195951_20211030_2_3_c5_3_2_13_1_121	0	0	0	0	0	0	0	0	0	0	-17.13670454	3.834657178	2.462265143	-27.86954302	0.455880883	-78.96041453	-14.66982989	-11.00106728	-9.950974525	1643.56168	3	13
1195961_20211030_2_3_c5_3_2_13_1_131	0	0	0	0	0	0	0	0	0	0	-17.13670454	3.834657178	2.462265143	-27.86954302	0.455880883	-78.96041453	-14.66982989	-11.00106728	-9.950974525	1643.56168	3	13
1195965_20211030_2_3_c5_3_2_13_1_135	0	0	0	0	0	0	0	0	0	0	-17.13670454	3.834657178	2.462265143	-27.86954302	0.455880883	-78.96041453	-14.66982989	-11.00106728	-9.950974525	1643.56168	3	13
1195966_20211030_2_3_c5_3_2_13_1_136	0	0	0	0	0	0	0	0	0	0	-17.13670454	3.834657178	2.462265143	-27.86954302	0.455880883	-78.96041453	-14.66982989	-11.00106728	-9.950974525	1643.56168	3	13
1195972_20211030_2_3_c5_3_2_13_1_142	0	0	0	0	0	0	0	0	0	0	-17.13670454	3.834657178	2.462265143	-27.86954302	0.455880883	-78.96041453	-14.66982989	-11.00106728	-9.950974525	1643.56168	3	13
1195974_20211030_2_3_c5_3_2_13_1_144	0	0	0	0	0	0	0	0	0	0	-17.13670454	3.834657178	2.462265143	-27.86954302	0.455880883	-78.96041453	-14.66982989	-11.00106728	-9.950974525	1643.56168	3	13
1195975_20211030_2_3_c5_3_2_13_1_145	0	0	0	0	0	0	0	0	0	0	-17.83563597	1.03166939	2.121193874	-14.44363123	-9.662565587	-80.22760324	-14.74460773	-11.68716396	-9.32705397	1645.52211	3	13
1195988_20211030_2_3_c5_3_2_13_1_158	0	0	0	0	0	0	0	0	0	0	-3.964931398	29.57652775	-9.223925125	-102.4544134	73.47217304	19.63688716	-13.85435213	-2.427527209	-8.126026637	1619.296048	3	13
1195994_20211030_2_3_c5_3_2_13_1_164	0	0	0	0	0	0	0	0	0	0	-10.86124677	20.78874183	-1.824499257	-93.48258879	55.31297203	-39.16862296	-14.75756096	-7.766484346	-11.83091946	1632.884539	3	13
1195996_20211030_2_3_c5_3_2_13_1_166	0	0	0	0	0	0	0	0	0	0	-10.86124677	20.78874183	-1.824499257	-93.48258879	55.31297203	-39.16862296	-14.75756096	-7.766484346	-11.83091946	1632.884539	3	13
1195999_20211030_2_3_c5_3_2_13_1_169	0	0	0	0	0	0	0	0	0	0	-10.86124677	20.78874183	-1.824499257	-93.48258879	55.31297203	-39.16862296	-14.75756096	-7.766484346	-11.83091946	1632.884539	3	13
1196004_20211030_2_3_c5_3_2_13_1_174	0	0	0	0	0	0	0	0	0	0	-10.86124677	20.78874183	-1.824499257	-93.48258879	55.31297203	-39.16862296	-14.75756096	-7.766484346	-11.83091946	1632.884539	3	13
1196011_20211030_2_3_c5_3_2_13_1_181	0	0	0	0	0	0	0	0	0	0	-10.86124677	20.78874183	-1.824499257	-93.48258879	55.31297203	-39.16862296	-14.75756096	-7.766484346	-11.83091946	1632.884539	3	13
1196012_20211030_2_3_c5_3_2_13_1_182	0	0	0	0	0	0	0	0	0	0	-10.86124677	20.78874183	-1.824499257	-93.48258879	55.31297203	-39.16862296	-14.75756096	-7.766484346	-11.83091946	1632.884539	3	13
1196014_20211030_2_3_c5_3_2_13_1_184	0	0	0	0	0	0	0	0	0	0	-11.50733282	19.56384879	-1.085358051	-89.51167776	51.83800189	-44.1807438	-14.72502116	-7.96320911	-11.81271417	1633.847031	3	13
1196026_20211030_2_3_c5_3_2_13_1_196	0	0	0	0	0	0	0	0	0	0	-11.50733282	19.56384879	-1.085358051	-89.51167776	51.83800189	-44.1807438	-14.72502116	-7.96320911	-11.81271417	1633.847031	3	13
1196028_20211030_2_3_c5_3_2_13_1_198	0	0	0	0	0	0	0	0	0	0	-11.50733282	19.56384879	-1.085358051	-89.51167776	51.83800189	-44.1807438	-14.72502116	-7.96320911	-11.81271417	1633.847031	3	13
1196035_20211030_2_3_c5_3_2_13_1_205	0	0	0	0	0	0	0	0	0	0	-12.12688622	18.28462813	-0.38767525	-85.24839373	48.06118369	-48.9882802	-14.68818955	-8.159748964	-11.74502003	1634.65274	3	13
1196043_20211030_2_3_c5_3_2_13_1_213	0	0	0	0	0	0	0	0	0	0	-3.964931398	29.57652775	-9.223925125	-102.4544134	73.47217304	19.63688716	-13.85435213	-2.427527209	-8.126026637	1619.296048	3	13
1196047_20211030_2_3_c5_3_2_13_1_217	0	0	0	0	0	0	0	0	0	0	-12.12688622	18.28462813	-0.38767525	-85.24839373	48.06118369	-48.9882802	-14.68818955	-8.159748964	-11.74502003	1634.65274	3	13
1196056_20211030_2_3_c5_3_2_13_1_226	0	0	0	0	0	0	0	0	0	0	-12.12688622	18.28462813	-0.38767525	-85.24839373	48.06118369	-48.9882802	-14.68818955	-8.159748964	-11.74502003	1634.65274	3	13
1196058_20211030_2_3_c5_3_2_13_1_228	0	0	0	0	0	0	0	0	0	0	-12.12688622	18.28462813	-0.38767525	-85.24839373	48.06118369	-48.9882802	-14.68818955	-8.159748964	-11.74502003	1634.65274	3	13
1196062_20211030_2_3_c5_3_2_13_1_232	0	0	0	0	0	0	0	0	0	0	-12.72244801	16.95595565	0.255402865	-80.65701301	44.02554165	-53.52545396	-14.65700911	-8.377619132	-11.6509228	1635.464618	3	13
1196065_20211030_2_3_c5_3_2_13_1_235	0	0	0	0	0	0	0	0	0	0	-12.72244801	16.95595565	0.255402865	-80.65701301	44.02554165	-53.52545396	-14.65700911	-8.377619132	-11.6509228	1635.464618	3	13
1196066_20211030_2_3_c5_3_2_13_1_236	0	0	0	0	0	0	0	0	0	0	-12.72244801	16.95595565	0.255402865	-80.65701301	44.02554165	-53.52545396	-14.65700911	-8.377619132	-11.6509228	1635.464618	3	13
1196076_20211030_2_3_c5_3_2_13_1_246	0	0	0	0	0	0	0	0	0	0	-16.73614134	5.285888526	2.556157684	-34.49266982	5.58001675	-77.71093555	-14.63300954	-10.62943499	-10.21935157	1642.615704	3	13
1196078_20211030_2_3_c5_3_2_13_1_248	0	0	0	0	0	0	0	0	0	0	-16.73614134	5.285888526	2.556157684	-34.49266982	5.58001675	-77.71093555	-14.63300954	-10.62943499	-10.21935157	1642.615704	3	13
1196079_20211030_2_3_c5_3_2_13_1_249	0	0	0	0	0	0	0	0	0	0	-16.73614134	5.285888526	2.556157684	-34.49266982	5.58001675	-77.71093555	-14.63300954	-10.62943499	-10.21935157	1642.615704	3	13
1196080_20211030_2_3_c5_3_2_13_1_250	0	0	0	0	0	0	0	0	0	0	-16.73614134	5.285888526	2.556157684	-34.49266982	5.58001675	-77.71093555	-14.63300954	-10.62943499	-10.21935157	1642.615704	3	13
1196083_20211030_2_3_c5_3_2_13_1_253	0	0	0	0	0	0	0	0	0	0	-16.73614134	5.285888526	2.556157684	-34.49266982	5.58001675	-77.71093555	-14.63300954	-10.62943499	-10.21935157	1642.615704	3	13
1196086_20211030_2_3_c5_3_2_13_1_256	0	0	0	0	0	0	0	0	0	0	-16.73614134	5.285888526	2.556157684	-34.49266982	5.58001675	-77.71093555	-14.63300954	-10.62943499	-10.21935157	1642.615704	3	13
1196090_20211030_2_3_c5_3_2_13_1_260	0	0	0	0	0	0	0	0	0	0	-16.73614134	5.285888526	2.556157684	-34.49266982	5.58001675	-77.71093555	-14.63300954	-10.62943499	-10.21935157	1642.615704	3	13
1196092_20211030_2_3_c5_3_2_13_1_262	0	0	0	0	0	0	0	0	0	0	-11.50733282	19.56384879	-1.085358051	-89.51167776	51.83800189	-44.1807438	-14.72502116	-7.96320911	-11.81271417	1633.847031	3	13
1196095_20211030_2_3_c5_3_2_13_1_265	0	0	0	0	0	0	0	0	0	0	-16.73614134	5.285888526	2.556157684	-34.49266982	5.58001675	-77.71093555	-14.63300954	-10.62943499	-10.21935157	1642.615704	3	13
1196096_20211030_2_3_c5_3_2_13_1_266	0	0	0	0	0	0	0	0	0	0	-17.13670454	3.834657178	2.462265143	-27.86954302	0.455880883	-78.96041453	-14.66982989	-11.00106728	-9.950974525	1643.56168	3	13
1196097_20211030_2_3_c5_3_2_13_1_267	0	0	0	0	0	0	0	0	0	0	-17.13670454	3.834657178	2.462265143	-27.86954302	0.455880883	-78.96041453	-14.66982989	-11.00106728	-9.950974525	1643.56168	3	13
1196100_20211030_2_3_c5_3_2_13_1_270	0	0	0	0	0	0	0	0	0	0	-17.13670454	3.834657178	2.462265143	-27.86954302	0.455880883	-78.96041453	-14.66982989	-11.00106728	-9.950974525	1643.56168	3	13
1196108_20211030_2_3_c5_3_2_13_1_278	0	0	0	0	0	0	0	0	0	0	-17.13670454	3.834657178	2.462265143	-27.86954302	0.455880883	-78.96041453	-14.66982989	-11.00106728	-9.950974525	1643.56168	3	13
1196117_20211030_2_3_c5_3_2_13_1_287	0	0	0	0	0	0	0	0	0	0	-17.13670454	3.834657178	2.462265143	-27.86954302	0.455880883	-78.96041453	-14.66982989	-11.00106728	-9.950974525	1643.56168	3	13
1196118_20211030_2_3_c5_3_2_13_1_288	0	0	0	0	0	0	0	0	0	0	-17.13670454	3.834657178	2.462265143	-27.86954302	0.455880883	-78.96041453	-14.66982989	-11.00106728	-9.950974525	1643.56168	3	13
1196120_20211030_2_3_c5_3_2_13_1_290	0	0	0	0	0	0	0	0	0	0	-17.13670454	3.834657178	2.462265143	-27.86954302	0.455880883	-78.96041453	-14.66982989	-11.00106728	-9.950974525	1643.56168	3	13
1196126_20211030_2_3_c5_3_2_13_1_296	0	0	0	0	0	0	0	0	0	0	-11.50733282	19.56384879	-1.085358051	-89.51167776	51.83800189	-44.1807438	-14.72502116	-7.96320911	-11.81271417	1633.847031	3	13
1196128_20211030_2_3_c5_3_2_13_1_298	0	0	0	0	0	0	0	0	0	0	-17.13670454	3.834657178	2.462265143	-27.86954302	0.455880883	-78.96041453	-14.66982989	-11.00106728	-9.950974525	1643.56168	3	13
